Heat/Lot ID,Temp (R),Stress (ksi),Life (h)
BSCC-148,1481.4,44.8,764
BSCC-148,1481.4,38.11,2371
BSCC-148,1481.4,33.56,15043
BSCC-148,1571.4,38.11,108
BSCC-148,1571.4,34.7,865
BSCC-148,1571.4,31.29,1481
BSCC-148,1571.4,28.02,17475
BSCC-148,1571.4,25.74,30839
BSCC-148,1571.4,22.33,49009
BSCC-148,1571.4,20.19,70333
BSCC-148,1616.4,30.29,317
BSCC-148,1616.4,26.88,6550
BSCC-148,1616.4,23.47,13993
BSCC-148,1616.4,21.33,15830
BSCC-148,1616.4,19.06,20921
BSCC-148,1661.4,26.88,448
BSCC-148,1661.4,22.33,3566
BSCC-148,1661.4,20.19,5894
BSCC-148,1661.4,16.78,10040
BSCC-148,1661.4,14.51,16905
BSCC-148,1661.4,14.51,17290
BSCC-148,1661.4,12.37,33257
BSCC-148,1706.4,22.33,1194
BSCC-148,1706.4,19.06,2058
BSCC-148,1706.4,15.64,4169
BSCC-148,1706.4,13.37,8122
BSCC-148,1706.4,11.23,15263
BSCC-148,1751.4,17.92,814
BSCC-148,1751.4,14.51,1528
BSCC-148,1751.4,12.37,3476
BSCC-148,1751.4,10.1,7614
BSCC-148,1751.4,7.82,25065
BSCC-15,1661.4,23.47,2300
BSCC-15,1661.4,20.19,5207
BSCC-15,1661.4,15.64,11833
BSCC-152,1571.4,28.02,1157
BSCC-152,1571.4,24.6,18882
BSCC-152,1661.4,17.92,10534
BSCC-152,1661.4,15.64,35020
BSCC-152,1661.4,13.37,56802
BSCC-16,1571.4,32.42,3659
BSCC-16,1571.4,30.29,8916
BSCC-16,1571.4,26.88,29205
BSCC-16,1616.4,28.02,3731
BSCC-16,1616.4,24.6,4852
BSCC-16,1616.4,21.33,16171
BSCC-16,1616.4,19.06,26165
BSCC-16,1661.4,23.47,1080
BSCC-16,1661.4,20.19,4152
BSCC-16,1661.4,15.64,20228
BSCC-16,1751.4,13.37,4260
BSCC-16,1751.4,12.37,6865
BSCC-17,1661.4,23.47,1099
BSCC-17,1661.4,20.19,2756
BSCC-17,1661.4,15.64,7980
BSCC-18,1571.4,32.42,7692
BSCC-18,1571.4,30.29,15240
BSCC-18,1571.4,26.88,22412
BSCC-18,1616.4,28.02,6417
BSCC-18,1616.4,24.6,11787
BSCC-18,1616.4,21.33,13954
BSCC-18,1616.4,19.06,35511
BSCC-18,1661.4,23.47,2384
BSCC-18,1661.4,20.19,5492
BSCC-18,1661.4,15.64,24169
BSCC-19,1571.4,32.42,1063
BSCC-19,1571.4,30.29,2659
BSCC-19,1571.4,26.88,11211
BSCC-19,1616.4,28.02,906
BSCC-19,1616.4,24.6,3795
BSCC-19,1616.4,21.33,8852
BSCC-19,1616.4,19.06,19717
BSCC-19,1661.4,23.47,894
BSCC-19,1661.4,21.33,1686
BSCC-19,1661.4,20.19,2911
BSCC-19,1661.4,15.64,13545
BSCC-19,1751.4,12.37,3496
BSCC-20,1661.4,23.47,611
BSCC-20,1661.4,20.19,3893
BSCC-20,1661.4,15.64,16179
BSCC-21,1571.4,30.29,2345
BSCC-21,1571.4,32.42,6741
BSCC-21,1571.4,26.88,13802
BSCC-21,1616.4,28.02,1547
BSCC-21,1616.4,24.6,5781
BSCC-21,1616.4,21.33,12399
BSCC-21,1616.4,19.06,24107
BSCC-21,1661.4,23.47,1261
BSCC-21,1661.4,20.19,3206
BSCC-21,1661.4,15.64,16678
BSCC-24,1571.4,32.42,1038
BSCC-24,1571.4,30.29,3679
BSCC-24,1571.4,26.88,11498
BSCC-24,1616.4,28.02,1139
BSCC-24,1616.4,24.6,3256
BSCC-24,1616.4,21.33,8479
BSCC-24,1616.4,19.06,13158
BSCC-24,1661.4,23.47,771
BSCC-24,1661.4,20.19,3098
BSCC-24,1661.4,15.64,7195
BSCC-24,1661.4,13.37,10980
BSCC-25,1661.4,23.47,655
BSCC-25,1661.4,20.19,1712
BSCC-25,1661.4,15.64,5235
BSCC-25,1661.4,13.37,10920
BSCC-26,1571.4,32.42,3463
BSCC-26,1571.4,30.29,4398
BSCC-26,1571.4,26.88,15158
BSCC-26,1616.4,28.02,2078
BSCC-26,1616.4,24.6,6727
BSCC-26,1616.4,21.33,20696
BSCC-26,1616.4,19.06,21968
BSCC-26,1661.4,23.47,1742
BSCC-26,1661.4,20.19,3424
BSCC-26,1661.4,15.64,8106
BSCC-27,1571.4,32.42,1640
BSCC-27,1571.4,30.29,5440
BSCC-27,1571.4,26.88,19240
BSCC-27,1616.4,28.02,2994
BSCC-27,1616.4,21.33,12058
BSCC-27,1616.4,24.6,12295
BSCC-27,1616.4,19.06,24672
BSCC-27,1661.4,23.47,3102
BSCC-27,1661.4,20.19,3481
BSCC-27,1661.4,17.92,6630
BSCC-27,1661.4,15.64,10200
BSCC-27,1751.4,13.37,2473
BSCC-28,1571.4,32.42,375
BSCC-28,1571.4,30.29,469
BSCC-28,1571.4,26.88,5233
BSCC-28,1571.4,24.6,12357
BSCC-28,1616.4,28.02,427
BSCC-28,1616.4,24.6,1625
BSCC-28,1616.4,19.06,9134
BSCC-28,1616.4,21.33,9613
BSCC-28,1661.4,23.47,428
BSCC-28,1661.4,20.19,1031
BSCC-28,1661.4,17.92,3956
BSCC-28,1661.4,15.64,4410
BSCC-28,1661.4,13.37,8229
BSCC-28,1751.4,13.37,1256
BSCC-29,1571.4,32.42,468
BSCC-29,1571.4,30.29,888
BSCC-29,1571.4,26.88,5055
BSCC-29,1616.4,28.02,469
BSCC-29,1616.4,24.6,2139
BSCC-29,1616.4,21.33,8508
BSCC-29,1661.4,23.47,548
BSCC-29,1661.4,20.19,2049
BSCC-29,1661.4,15.64,7839
BSCC-30,1571.4,32.42,373
BSCC-30,1571.4,30.29,856
BSCC-30,1571.4,29.15,1519
BSCC-30,1571.4,26.88,4270
BSCC-30,1571.4,24.6,9001
BSCC-30,1616.4,28.02,359
BSCC-30,1616.4,24.6,1283
BSCC-30,1616.4,21.33,4621
BSCC-30,1616.4,19.06,12344
BSCC-30,1661.4,23.47,427
BSCC-30,1661.4,20.19,1024
BSCC-30,1661.4,19.06,1545
BSCC-30,1661.4,15.64,5794
BSCC-30,1751.4,11.23,3260
BSCC-31,1661.4,23.47,367
BSCC-31,1661.4,20.19,681
BSCC-31,1661.4,15.64,3935
BSCC-31,1661.4,13.37,11268
BSCC-32,1571.4,32.42,396
BSCC-32,1571.4,30.29,903
BSCC-32,1571.4,29.15,1453
BSCC-32,1571.4,28.02,2705
BSCC-32,1571.4,26.88,4521
BSCC-32,1616.4,28.02,486
BSCC-32,1616.4,24.6,1550
BSCC-32,1616.4,21.33,6637
BSCC-32,1616.4,19.06,10823
BSCC-32,1661.4,23.47,422
BSCC-32,1661.4,20.19,956
BSCC-32,1661.4,15.64,5682
BSCC-32,1661.4,13.37,10220
BSCC-32,1751.4,11.23,2712
BSCC-33,1661.4,23.47,455
BSCC-33,1661.4,20.19,1686
BSCC-33,1661.4,15.64,9907
BSCC-34,1571.4,32.42,733
BSCC-34,1571.4,30.29,1204
BSCC-34,1571.4,29.15,2063
BSCC-34,1571.4,26.88,5605
BSCC-34,1571.4,24.6,10456
BSCC-34,1616.4,28.02,562
BSCC-34,1616.4,24.6,1857
BSCC-34,1616.4,21.33,5000
BSCC-34,1616.4,19.06,12469
BSCC-34,1661.4,22.04,570
BSCC-34,1661.4,20.19,1203
BSCC-34,1661.4,19.06,1831
BSCC-34,1661.4,15.64,6227
BSCC-38,1571.4,32.42,379
BSCC-38,1571.4,30.29,817
BSCC-38,1571.4,26.88,3713
BSCC-38,1571.4,24.6,8067
BSCC-38,1616.4,28.02,352
BSCC-38,1616.4,24.6,991
BSCC-38,1616.4,21.33,4374
BSCC-38,1616.4,19.06,10272
BSCC-38,1661.4,23.47,397
BSCC-38,1661.4,21.33,710
BSCC-38,1661.4,20.19,1031
BSCC-38,1661.4,19.06,1663
BSCC-38,1661.4,15.64,5324
BSCC-38,1661.4,13.37,12862
BSCC-40,1661.4,23.47,2259
BSCC-40,1661.4,20.19,5063
BSCC-40,1661.4,15.64,14013
BSCC-41,1571.4,26.88,13451
BSCC-41,1616.4,24.46,4375
BSCC-41,1616.4,21.33,13290
BSCC-41,1661.4,20.19,2937
BSCC-42,1571.4,32.42,613
BSCC-42,1571.4,30.29,1152
BSCC-42,1571.4,26.88,17549
BSCC-42,1616.4,28.02,1189
BSCC-42,1616.4,24.6,8285
BSCC-42,1616.4,21.33,34924
BSCC-42,1616.4,19.06,37179
BSCC-42,1661.4,23.47,1920
BSCC-42,1661.4,20.19,6776
BSCC-42,1661.4,15.64,20447
BSCC-42,1661.4,15.64,22917
BSCC-44,1571.4,32.42,3750
BSCC-44,1571.4,30.29,13322
BSCC-44,1616.4,28.02,10558
BSCC-44,1616.4,24.6,20065
BSCC-44,1616.4,21.33,33680
BSCC-44,1616.4,19.06,51468
BSCC-44,1661.4,23.47,4422
BSCC-44,1661.4,20.19,10731
BSCC-44,1661.4,15.64,28898
BSCC-45,1571.4,32.42,4160
BSCC-45,1571.4,30.29,8325
BSCC-45,1571.4,26.88,41963
BSCC-45,1616.4,28.02,7633
BSCC-45,1616.4,24.6,20129
BSCC-45,1616.4,21.33,36047
BSCC-45,1616.4,19.06,50736
BSCC-45,1661.4,23.47,4513
BSCC-45,1661.4,20.19,10739
BSCC-45,1661.4,15.64,22701
BSCC-46,1571.4,32.42,1772
BSCC-46,1571.4,30.29,7626
BSCC-46,1616.4,28.02,10659
BSCC-46,1616.4,24.6,23314
BSCC-46,1616.4,21.33,43867
BSCC-46,1616.4,19.06,51532
BSCC-46,1661.4,23.47,4865
BSCC-46,1661.4,20.19,11969
BSCC-46,1661.4,15.64,25326
BSCC-49,1661.4,15.64,7072
BSCC-49,1751.4,15.64,560
BSCC-49,1751.4,15.64,620
BSCC-49,1751.4,11.23,2825
BSCC-49,1751.4,6.68,11571
BSCC-50,1571.4,33.56,137
BSCC-50,1571.4,31.29,793
BSCC-50,1609.2,26.88,656
BSCC-50,1609.2,22.33,3984
BSCC-50,1609.2,20.19,7546
BSCC-50,1661.4,19.06,4100
BSCC-50,1706.4,22.33,167
BSCC-50,1758.6,22.33,123
BSCC-51,1661.4,30.29,157
BSCC-51,1661.4,29.15,197
BSCC-51,1661.4,26.88,303
BSCC-51,1661.4,24.6,850
BSCC-51,1661.4,19.06,2197
BSCC-51,1661.4,22.33,2200
BSCC-51,1812.6,15.64,113
BSCC-51,1812.6,13.37,240
BSCC-51,1812.6,11.23,647
BSCC-51,1812.6,8.96,1597
BSCC-53,1571.4,38.11,527
BSCC-53,1571.4,33.56,1537
BSCC-53,1571.4,26.88,28787
BSCC-53,1661.4,29.15,220
BSCC-53,1661.4,22.33,6074
BSCC-53,1661.4,17.92,17100
BSCC-53,1751.4,22.33,211
BSCC-53,1751.4,17.92,983
BSCC-53,1751.4,11.23,5178
BSCC-54,1571.4,33.56,937
BSCC-54,1571.4,31.29,9597
BSCC-54,1571.4,26.88,16950
BSCC-54,1661.4,29.15,249
BSCC-54,1661.4,24.6,2943
BSCC-54,1661.4,22.33,3915
BSCC-54,1661.4,17.92,16496
BSCC-54,1751.4,22.33,132
BSCC-54,1751.4,17.92,866
BSCC-54,1751.4,13.37,5603
BSCC-54,1751.4,11.23,13877
BSCC-55,1571.4,38.11,406
BSCC-55,1571.4,33.85,1479
BSCC-55,1571.4,31.29,1951
BSCC-55,1571.4,26.88,18676
BSCC-55,1571.4,24.6,29609
BSCC-55,1661.4,29.15,157
BSCC-55,1661.4,24.6,1311
BSCC-55,1661.4,22.33,3128
BSCC-55,1661.4,15.64,13353
BSCC-55,1661.4,17.92,13606
BSCC-55,1751.4,22.33,189
BSCC-55,1751.4,13.37,5174
BSCC-55,1751.4,11.23,11968
BSCC-59,1571.4,35.84,104
BSCC-59,1571.4,31.29,627
BSCC-59,1661.4,26.88,291
BSCC-59,1661.4,24.6,341
BSCC-59,1661.4,20.19,1434
BSCC-59,1661.4,22.33,1620
BSCC-59,1751.4,17.92,330
BSCC-59,1751.4,15.64,665
BSCC-8,1571.4,34.7,252
BSCC-8,1571.4,33.56,1363
BSCC-8,1571.4,30.29,2188
BSCC-8,1571.4,29.15,4932
BSCC-8,1751.4,19.06,287
BSCC-8,1751.4,15.64,758
BSCC-8,1751.4,8.96,3698
BSCC-9,1571.4,38.11,317
BSCC-9,1571.4,34.7,594
BSCC-9,1571.4,31.29,1437
BSCC-9,1571.4,28.02,5187
BSCC-9,1571.4,25.74,8571
BSCC-9,1571.4,22.33,20126
BSCC-9,1571.4,20.19,37170
BSCC-9,1616.4,30.29,474
BSCC-9,1616.4,26.88,1409
BSCC-9,1616.4,23.47,4418
BSCC-9,1616.4,21.33,7192
BSCC-9,1616.4,19.06,12332
BSCC-9,1661.4,26.88,345
BSCC-9,1661.4,22.33,1292
BSCC-9,1661.4,18.77,2024
BSCC-9,1661.4,16.78,5890
BSCC-9,1661.4,14.51,15347
BSCC-9,1661.4,12.37,29346
BSCC-9,1706.4,22.33,303
BSCC-9,1706.4,19.06,806
BSCC-9,1706.4,15.64,2252
BSCC-9,1706.4,13.37,5788
BSCC-9,1706.4,11.23,16423
BSCC-9,1751.4,17.92,298
BSCC-9,1751.4,14.51,1071
BSCC-9,1751.4,12.37,2676
BSCC-9,1751.4,10.1,8886
BSCC-9,1751.4,7.82,30881
S 9-114,1559.4,36,171
S 9-114,1559.4,33.5,1158
S 9-114,1559.4,30,3568
S 9-114,1559.4,28,4880
S 9-114,1659.4,27.5,155
S 9-114,1659.4,25,448
S 9-114,1659.4,22,1172
S 9-114,1659.4,20,2067
S 9-114,1659.4,18,3183
S 9-114,1659.4,16.5,5516
S 9-114,1809.4,15,217
S 9-114,1809.4,12.5,588
S 9-114,1809.4,11,1082
S 9-114,1809.4,8,4707
S 9-114,1959.4,8,236
S 9-114,1959.4,6.5,625
S 9-114,1959.4,5,2576
S 9-114,1959.4,4.2,4975
S 9-115,1559.4,37,124
S 9-115,1559.4,32,416
S 9-115,1559.4,29,1060
S 9-115,1659.4,25,278
S 9-115,1659.4,23.5,564
S 9-115,1659.4,22,728
S 9-115,1659.4,19.5,1714
S 9-115,1809.4,14,198
S 9-115,1809.4,11,1045
S 9-115,1959.4,8.5,117
S 9-115,1959.4,6,759
S 9-178,1559.4,38,148
S 9-178,1559.4,30,5395
S 9-178,1659.4,28,304
S 9-178,1659.4,20,5753
S 9-178,1759.4,15,695
S 9-178,1759.4,11,6130
S 9-178,1809.4,13,536
S 9-178,1959.4,8,281
S 9-182,1659.4,25,453
S 9-182,1659.4,23,1541
S 9-226,1659.4,30,159
S 9-226,1659.4,27.5,289.7
S 9-226,1659.4,27.5,340.3
S 9-226,1659.4,27.5,354.2
S 9-226,1659.4,27.5,399.8
S 9-226,1659.4,25,602.8
S 9-226,1659.4,25,633.5
S 9-226,1659.4,25,743.9
S 9-226,1659.4,25,834.4
S 9-226,1659.4,22,1386
S 9-226,1659.4,22,1708.4
S 9-226,1659.4,22,1786.3
S 9-226,1659.4,22,2807.9
S 9-226,1659.4,19,6327.2
S 9-226,1659.4,18,7045.7
S 9-226,1659.4,18,7483.2
S 9-226,1659.4,18,8554.2
S 9-227,1659.4,30,511.5
S 9-227,1659.4,30,1067.2
S 9-227,1659.4,27.5,1249.4
S 9-227,1659.4,27.5,1281.4
S 9-227,1659.4,25,1787.6
S 9-227,1659.4,22,2754.7
S 9-227,1659.4,25,2949.5
S 9-227,1659.4,22,4082.6
S 9-227,1659.4,18,7448
S 9-228B,1659.4,30,1949.9
S 9-228B,1659.4,28.5,4422.3
S 9-228B,1659.4,25,7709
S 9-228B,1659.4,20,11168.1
S 9-228B,1659.4,22,13214.1
S 9-228B,1659.4,18,19239.4
S 9-228S,1659.4,30,2208.7
S 9-228S,1659.4,28.5,2297
S 9-228S,1659.4,25,6606.3
S 9-228S,1659.4,22,8867.8
S 9-229A,1659.4,25,478.2
S 9-229A,1659.4,22,1294.8
S 9-229A,1659.4,18,6963.6
S 9-229A,1659.4,16,8150.7
S 9-229A,1659.4,14,25296.9
S 9-231,1659.4,28.5,690.4
S 9-231,1659.4,25,3499.5
S 9-231,1659.4,22.5,4881.5
S 9-231,1659.4,17.5,8597.9
S 9-231,1659.4,15,23146.4
S 9-231,1809.4,16.5,115.1
S 9-231,1809.4,15,218.1
S 9-231,1809.4,11.5,1080.4
S 9-231,1809.4,9.5,2865.2
S 9-231,1809.4,7.5,6779.4
S 9-231,1809.4,7,13848.2
S 9-231,1959.4,8.6,190.2
S 9-231,1959.4,5.6,1353.1
S 9-231,1959.4,4.5,2845.5
S 9-231,1959.4,3.5,7871.2
S 9-231,1959.4,3,13145.8
S 9-232,1659.4,33,105.4
S 9-232,1659.4,28.5,391.8
S 9-232,1659.4,25,3882.3
S 9-232,1659.4,21,5246.7
S 9-232,1659.4,16,14584.7
S 9-232,1809.4,17,150.2
S 9-232,1809.4,16.5,159.7
S 9-232,1809.4,15,319.6
S 9-232,1809.4,8.4,6402.2
S 9-232,1809.4,7,13913.4
S 9-232,1959.4,6.8,690.9
S 9-232,1959.4,5.8,1077.2
S 9-232,1959.4,4,3443.9
S 9-32,1509.4,49.99,114.2
S 9-32,1509.4,45,273.3
S 9-32,1509.4,39.6,1140.2
S 9-32,1659.4,30,168.2
S 9-32,1659.4,24.5,605.5
S 9-33,1609.4,21,538
S 9-33,1609.4,21,1265
S 9-33,1609.4,18,2519
S 9-33,1659.4,18,1087
S 9-34,1659.4,30,157.3
S 9-34,1659.4,25,580.4
S 9-34,1659.4,23,1088.8
S 9-34,1659.4,20,2364.8
S 9-36,1659.4,20,1305
S 9-36,1659.4,19,1536
S 9-36,1659.4,19,1932
S 9-36,1659.4,20,2033
S 9-36,1659.4,18,3151.8
S 9-372,1659.4,25,984
S 9-372,1659.4,17,13056
S 9-372,1759.4,22,290
S 9-372,1759.4,19,671
S 9-372,1759.4,17,1472
S 9-372,1859.4,14,254
S 9-372,1859.4,11,985
S 9-372,1859.4,7.5,6336
S 9-372,1959.4,9.5,312
S 9-372,1959.4,7.4,817
S 9-372,1959.4,5,2841
S 9-372,2059.4,6.5,206
S 9-372,2059.4,5,684
S 9-372,2059.4,4,1247
S 9-373,1559.4,40,163
S 9-373,1559.4,36,593
S 9-373,1759.4,20,327
S 9-373,1959.4,9,251
S 9-373,1959.4,7.5,742
S 9-374 S,1559.4,40,274
S 9-374 S,1559.4,38,395
S 9-374 S,1559.4,34,15793
S 9-374 S,1659.4,24,308
S 9-374 S,1659.4,22,1723
S 9-374 S,1659.4,20,5540
S 9-375A,1659.4,26,149
S 9-375A,1659.4,24,450
S 9-375A,1659.4,22,1375
S 9-375A,1959.4,7,185
S 9-375A,1959.4,5.5,1130
S 9-375A,1959.4,4.8,1792
S 9-376,1559.4,34,1075
S 9-376,1659.4,22,1125
S 9-376,1809.4,12.5,1241
S 9-378A,1659.4,26,307
S 9-378A,1659.4,26,551
S 9-378A,1659.4,24,1345
S 9-378A,1659.4,20,3026
S 9-378A,1659.4,18,5235
S 9-378A,1659.4,15,9990
S 9-378C,1659.4,26,393
S 9-378C,1659.4,24,1005
S 9-378C,1659.4,20,2922
S 9-378C,1659.4,15,10827
S 9-378D,1659.4,26,498
S 9-378D,1659.4,24,1007
S 9-378D,1659.4,20,3068
S 9-378D,1659.4,18,3860
S 9-378D,1659.4,15,10717
S 9-379A,1659.4,26,155
S 9-379A,1659.4,24,446
S 9-379A,1659.4,20,1755
S 9-379A,1659.4,18,3565
S 9-379C,1659.4,26,273
S 9-379C,1659.4,24,498
S 9-379C,1659.4,20,1477
S 9-379C,1659.4,19,2590
S 9-379C,1659.4,18,3175
S 9-52A,1559.4,34.68,115
S 9-52A,1559.4,34.68,122
S 9-52A,1559.4,34.68,132
S 9-52A,1559.4,31.63,170
S 9-52A,1559.4,31.63,257
S 9-52A,1559.4,31.63,265
S 9-52A,1559.4,31.63,570
S 9-52A,1559.4,31.63,594
S 9-52A,1559.4,31.63,779
S 9-52A,1559.4,28.84,1267
S 9-52A,1559.4,28.84,1637
S 9-52A,1559.4,28.84,1658
S 9-52A,1559.4,28.84,1709
S 9-52A,1559.4,28.84,1785
S 9-52A,1559.4,28.84,2437
S 9-52A,1759.4,18.21,116
S 9-52A,1759.4,18.21,118
S 9-52A,1759.4,18.21,121
S 9-52A,1759.4,18.21,134
S 9-52A,1759.4,15.49,290
S 9-52A,1759.4,15.49,326
S 9-52A,1759.4,15.49,343
S 9-52A,1759.4,15.49,346
S 9-52A,1759.4,15.49,357
S 9-52A,1759.4,15.49,376
S 9-52A,1759.4,13.19,839
S 9-52A,1759.4,13.19,852
S 9-52A,1759.4,13.19,867
S 9-52A,1759.4,13.19,902
S 9-52A,1759.4,13.19,950
S 9-52A,1759.4,13.19,996
S 9-52A,1759.4,11.23,1542
S 9-52A,1759.4,11.23,1873
S 9-52A,1759.4,11.23,2028
S 9-52A,1759.4,11.23,2037
S 9-52A,1759.4,11.23,2045
S 9-52A,1759.4,11.23,2046
S 9-52A,1759.4,9.55,3122
S 9-52A,1759.4,9.55,3184
S 9-52A,1759.4,9.55,3343
S 9-52A,1759.4,9.55,4087
S 9-52A,1759.4,9.55,4414
S 9-52A,1759.4,9.55,4500
S 9-52A,1959.4,8.52,103
S 9-52A,1959.4,8.52,104
S 9-52A,1959.4,8.52,104
S 9-52A,1959.4,8.52,111
S 9-52A,1959.4,8.52,115
S 9-52A,1959.4,8.52,133
S 9-52A,1959.4,7.08,244
S 9-52A,1959.4,7.08,272
S 9-52A,1959.4,7.08,274
S 9-52A,1959.4,7.08,288
S 9-52A,1959.4,7.08,297
S 9-52A,1959.4,7.08,302
S 9-52A,1959.4,5.4,651
S 9-52A,1959.4,5.4,683
S 9-52A,1959.4,5.4,710
S 9-52A,1959.4,5.4,810
S 9-52A,1959.4,5.4,987
S 9-52A,1959.4,5.4,1075
S 9-52A,1959.4,4.27,1589
S 9-52A,1959.4,4.27,1595
S 9-52A,1959.4,4.27,1681
S 9-52A,1959.4,4.27,1748
S 9-52A,1959.4,4.27,1993
S 9-52A,1959.4,4.27,2169
S 9-52A,1959.4,3.4,3664
S 9-52A,1959.4,3.4,3864
S 9-52A,1959.4,3.4,4133
S 9-52A,1959.4,3.4,4263
S 9-52A,1959.4,3.4,5636
S 9-52A,1959.4,3.4,5962
S 9-97,1559.4,45,124
S 9-97,1559.4,37,561
S 9-97,1559.4,40,562
S 9-97,1559.4,33,1970
S 9-97,1659.4,26,440
S 9-97,1659.4,23,799
S 9-97,1659.4,22,980
S 9-97,1659.4,16,10418
S 9-97,1809.4,16,267
S 9-97,1809.4,13,825
S 9-97,1809.4,9,5212
S 9-98,1559.4,34,1075
S 9-98,1659.4,22,1125
S 9-98,1809.4,12.5,1241
