Heat/Lot ID,Temp (K),Stress (MPa),Life (h)
ht326,973.15,109.97,300.0
ht326,973.15,99.97,500.0
ht326,973.15,89.98,1500.0
ht326,973.15,79.98,1800.0
ht326,973.15,69.98,5100.0
ht326,973.15,65.02,7000.0
ht326,1023.15,79.98,160.0
ht326,1023.15,69.98,365.0
ht326,1023.15,59.98,760.0
ht326,1023.15,49.99,2200.0
ht337187,866.48,206.98,120.5
ht337187,866.48,117.00,22622.2
ht337330,810.93,317.02,186.9
ht337330,866.48,240.97,116.1
ht337330,866.48,240.97,133.1
ht337330,866.48,206.98,254.1
ht337330,866.48,206.98,355.3
ht337330,866.48,117.00,59899.3
ht55696,810.93,310.26,135.0
ht55696,810.93,310.26,142.0
ht55696,810.93,275.79,182.0
ht55696,810.93,275.79,209.0
ht55696,810.93,275.79,262.0
ht55696,810.93,241.32,1506.0
ht55696,810.93,206.84,4020.0
ht55696,810.93,172.37,7034.0
ht55696,866.48,206.84,196.0
ht55696,866.48,206.84,199.0
ht55696,866.48,144.79,230.0
ht55696,866.48,193.05,241.0
ht55696,866.48,172.37,372.0
ht55696,866.48,193.05,375.0
ht55696,866.48,182.71,440.0
ht55696,866.48,172.37,627.0
ht55696,866.48,172.37,629.0
ht55696,922.04,151.68,148.0
ht55696,922.04,137.90,217.0
ht55696,922.04,144.79,239.0
ht55696,922.04,137.90,258.0
ht55696,922.04,124.11,590.0
ht55696,922.04,110.32,625.0
ht60551,866.48,240.97,189.6
ht60551,866.48,240.97,257.4
ht60551,866.48,240.97,299.4
ht60551,866.48,206.98,1507.5
ht60551,866.48,206.98,1788.5
ht60551,866.48,172.02,19180.3
K44086ann,866.48,206.84,428.0
K44086mill,810.93,317.16,101.6
K44086mill,866.48,206.84,332.0
Klueh TS,755.37,441.26,1164.7
Klueh TS,755.37,441.26,1540.3
Klueh TS,755.37,441.26,2161.5
Klueh TS,755.37,413.69,2542.3
Klueh TS,810.93,399.90,105.5
Klueh TS,810.93,399.90,119.4
Klueh TS,810.93,379.21,193.3
Klueh TS,810.93,379.21,197.9
Klueh TS,810.93,379.21,207.4
Klueh TS,810.93,330.95,618.8
Klueh TS,810.93,330.95,689.8
Klueh TS,810.93,344.74,964.7
Klueh TS,810.93,330.95,1009.4
Klueh TS,810.93,330.95,1197.1
Klueh TS,810.93,310.26,1753.1
Klueh TS,810.93,310.26,1871.1
Klueh TS,866.48,275.79,427.0
Klueh TS,866.48,275.79,457.1
Klueh TS,866.48,275.79,515.9
Klueh TS,866.48,258.55,1125.0
Klueh TS,866.48,258.55,1208.3
Klueh TS,866.48,258.55,1275.2
Klueh TS,866.48,241.32,2246.3
Klueh TS,866.48,241.32,2420.0
M43484,1088.71,41.37,410.0
M43484,1088.71,27.58,3100.0
M43484,1199.82,13.79,600.0
NIMS ABE,823.15,293.99,597.4
NIMS ABE,823.15,265.03,2045.8
NIMS ABE,823.15,234.97,6860.0
NIMS ABE,823.15,216.01,12913.1
NIMS ABE,823.15,195.95,25924.5
NIMS ABE,823.15,176.99,51731.6
NIMS ABE,873.15,234.97,231.9
NIMS ABE,873.15,216.01,478.0
NIMS ABE,873.15,216.01,524.0
NIMS ABE,873.15,196.02,990.0
NIMS ABE,873.15,196.02,1359.0
NIMS ABE,873.15,176.99,2218.0
NIMS ABE,873.15,156.99,5508.0
NIMS ABE,873.15,156.99,6099.0
NIMS ABE,873.15,137.00,11041.0
NIMS ABE,873.15,137.00,11330.0
NIMS ABE,873.15,117.97,43467.0
NIMS ABE,873.15,117.97,45329.0
NIMS ABE,873.15,107.97,98098.4
NIMS ABE,873.15,97.97,138879.8
NIMS ABE,923.15,137.00,642.6
NIMS ABE,923.15,117.97,2621.3
NIMS ABE,923.15,97.97,9064.2
NIMS ABE,923.15,97.97,13718.5
NIMS ABE,923.15,88.18,19480.9
NIMS ABE,923.15,88.18,23663.2
NIMS ABE,923.15,78.39,39560.4
NIMS ABE,923.15,78.39,44067.2
NIMS ABE,923.15,68.60,72573.0
NIMS ABE,923.15,60.74,100491.0
NIMS ABE,948.15,117.97,597.1
NIMS ABE,948.15,97.97,2746.0
NIMS ABE,973.15,97.97,579.2
NIMS ABE,973.15,97.97,842.8
NIMS ABE,973.15,77.98,3582.0
NIMS ABE,973.15,68.60,7042.0
NIMS ABE,973.15,68.60,10818.0
NIMS ABE,973.15,60.74,13820.0
NIMS ABE,973.15,60.74,18896.0
NIMS ABE,973.15,52.88,26679.0
NIMS ABE,973.15,52.88,31900.0
NIMS ABE,973.15,47.02,42495.0
NIMS ABE,973.15,41.16,58167.0
NIMS ABE,973.15,29.03,179368.0
NIMS ABE,998.15,77.98,1232.0
NIMS ABE,1023.15,77.98,315.6
NIMS ABE,1023.15,53.02,4232.0
NIMS ABE,1023.15,47.02,8248.0
NIMS ABE,1023.15,37.02,26501.0
NIMS ABE,1048.15,61.02,676.0
NIMS ABE,1048.15,53.02,1359.0
NIMS ABE,1073.15,41.02,2217.0
ORNL-346845,810.93,317.16,334.9
ORNL-346845,810.93,317.16,420.3
ORNL-346845,866.48,241.32,247.7
ORNL-346845,866.48,241.32,287.0
ORNL-346845,866.48,206.84,1275.4
ORNL-346845,866.48,206.84,1459.6
ORNL-346845,866.48,172.37,14077.0
ORNL-346845,922.04,172.37,186.1
ORNL-346845,1144.26,34.47,319.4
ORNL-346845,1144.26,27.58,1831.9
ORNL-346845,1144.26,24.13,2638.0
